FECHA_DESEMBOLSO,PRODUCTO,DEPARTAMENTO,PROVINCIA,DISTRITO,UBIGEO,IFI,TIPO_IFI,MONTO_CREDITO,MONTO_CUOTA_INICIAL,PLAZOS,TASA,MONTO_VALOR_VIVIENDA,FECHA_CORTE
20211231,NCMV,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,140301,BANCO PICHINCHA,BANCO,157436.00,20149.00,180,8.50,201485.00,20230811
20211231,NCMV,LIMA,LIMA,EL AGUSTINO,150111,BANCO PICHINCHA,BANCO,169870.00,21530.00,240,8.50,215300.00,20230811
20211231,NCMV,CALLAO,CALLAO,CALLAO,070101,BANCO PICHINCHA,BANCO,136749.28,45000.72,240,7.60,205650.00,20230811
20211231,NCMV,PIURA,PIURA,26 DE OCTUBRE,200115,BANCO PICHINCHA,BANCO,149331.00,19300.00,240,9.80,192531.00,20230811
20211231,NCMV,LAMBAYEQUE,CHICLAYO,LA VICTORIA,140106,BANCO PICHINCHA,BANCO,112900.00,15200.00,240,9.50,152000.00,20230811
20211231,NCMV,LIMA,LIMA,COMAS,150110,BANCO PICHINCHA,BANCO,51192.00,19198.00,240,8.50,95990.00,20230811
20211231,NCMV,PIURA,PIURA,26 DE OCTUBRE,200115,BANCO PICHINCHA,BANCO,50840.00,32760.00,240,8.50,109200.00,20230811
20211231,NCMV,LAMBAYEQUE,CHICLAYO,LA VICTORIA,140106,BANCO PICHINCHA,BANCO,152190.00,19000.00,180,9.80,189990.00,20230811
20211231,NCMV,PIURA,PIURA,26 DE OCTUBRE,200115,BANCO PICHINCHA,BANCO,129050.00,19000.00,240,9.90,171950.00,20230811
20211231,NCMV,PIURA,PIURA,26 DE OCTUBRE,200115,BANCO PICHINCHA,BANCO,85985.60,12398.40,240,10.00,123984.00,20230811
20211231,NCMV,LIMA,LIMA,COMAS,150110,BANCO PICHINCHA,BANCO,93400.00,20700.00,300,8.50,138000.00,20230811
20211231,NCMV,LAMBAYEQUE,CHICLAYO,MONSEFU,140108,BANCO PICHINCHA,BANCO,62849.58,30000.00,240,10.00,118449.58,20230811
20211231,NCMV,PIURA,PIURA,26 DE OCTUBRE,200115,BANCO PICHINCHA,BANCO,61760.00,21840.00,240,8.50,109200.00,20230811
20211231,NCMV,LA LIBERTAD,TRUJILLO,VICTOR LARCO HERRERA,130111,BANCO PICHINCHA,BANCO,78388.00,41652.00,120,10.00,138840.00,20230811
20211231,NCMV,ICA,ICA,ICA,110101,BANCO PICHINCHA,BANCO,122420.00,36580.00,240,9.80,182900.00,20230811
20211231,NCMV,PIURA,PIURA,26 DE OCTUBRE,200115,BANCO PICHINCHA,BANCO,84400.00,18000.00,240,8.50,128000.00,20230811
20211231,NCMV,ICA,ICA,ICA,110101,BANCO PICHINCHA,BANCO,107000.00,50000.00,240,9.30,180900.00,20230811
20211231,NCMV,PIURA,PIURA,26 DE OCTUBRE,200115,BANCO PICHINCHA,BANCO,87800.00,12600.00,300,8.50,126000.00,20230811
20211231,NCMV,LIMA,LIMA,LURIGANCHO,150118,BANCO PICHINCHA,BANCO,114700.00,15400.00,240,8.50,154000.00,20230811
20211231,NCMV,LAMBAYEQUE,CHICLAYO,MONSEFU,140108,BANCO PICHINCHA,BANCO,70785.07,19515.00,180,9.80,115900.07,20230811
20211231,NCMV,PIURA,PIURA,26 DE OCTUBRE,200115,BANCO PICHINCHA,BANCO,83300.00,12100.00,300,8.50,121000.00,20230811
20211231,NCMV,LIMA,LIMA,COMAS,150110,BANCO PICHINCHA,BANCO,114700.00,15400.00,180,7.80,154000.00,20230811
20211231,NCMV,LIMA,LIMA,RIMAC,150128,BANCO PICHINCHA,BANCO,152050.00,31050.00,240,8.00,207000.00,20230811
20211231,NCMV,LIMA,LIMA,EL AGUSTINO,150111,BANCO PICHINCHA,BANCO,160240.00,20460.00,240,8.50,204600.00,20230811
20211231,NCMV,LIMA,LIMA,COMAS,150110,BANCO PICHINCHA,BANCO,111000.00,16100.00,300,8.50,151000.00,20230811
20211231,NCMV,LAMBAYEQUE,CHICLAYO,LA VICTORIA,140106,BANCO PICHINCHA,BANCO,68900.00,10500.00,180,10.20,105000.00,20230811
20211231,NCMV,PIURA,PIURA,26 DE OCTUBRE,200115,BANCO PICHINCHA,BANCO,92400.00,33800.00,240,10.20,145000.00,20230811
20211231,NCMV,PIURA,PIURA,26 DE OCTUBRE,200115,BANCO PICHINCHA,BANCO,191810.20,41825.80,240,9.70,243936.00,20230811
20211231,NCMV,LAMBAYEQUE,CHICLAYO,PIMENTEL,140112,BANCO PICHINCHA,BANCO,169632.00,46258.00,246,8.20,231290.00,20230811
20211231,NCMV,LIMA,LIMA,LA VICTORIA,150115,BANCO PICHINCHA,BANCO,250820.00,46980.00,240,8.00,313200.00,20230811
20211231,NCMV,LIMA,LIMA,EL AGUSTINO,150111,BANCO PICHINCHA,BANCO,159960.00,43840.00,300,8.50,219200.00,20230811
20211231,NCMV,LIMA,LIMA,COMAS,150110,BANCO PICHINCHA,BANCO,232730.00,27570.00,300,8.20,275700.00,20230811
20211231,NCMV,LIMA,LIMA,LA VICTORIA,150115,BANCO PICHINCHA,BANCO,233310.00,74290.00,240,7.50,323000.00,20230811
20211231,NCMV,LIMA,LIMA,LIMA,150101,BANCO PICHINCHA,BANCO,215961.00,25707.00,300,8.90,257068.00,20230811
20211231,NCMV,LIMA,LIMA,LA VICTORIA,150115,BANCO PICHINCHA,BANCO,197836.00,37630.00,300,7.20,250866.00,20230811
20211231,NCMV,LIMA,LIMA,EL AGUSTINO,150111,BANCO PICHINCHA,BANCO,183560.00,49740.00,180,8.00,248700.00,20230811
20211231,NCMV,LIMA,LIMA,PUEBLO LIBRE,150121,BANCO PICHINCHA,BANCO,226731.60,61789.40,240,8.30,303921.00,20230811
20211231,NCMV,LIMA,LIMA,LA VICTORIA,150115,BANCO PICHINCHA,BANCO,229102.00,43149.00,240,7.50,287651.00,20230811
20211231,NCMV,CALLAO,CALLAO,CALLAO,070101,BANCO PICHINCHA,BANCO,194040.00,52360.00,240,8.00,261800.00,20230811
20211231,NCMV,LIMA,LIMA,LA VICTORIA,150115,BANCO PICHINCHA,BANCO,234282.00,73318.00,228,8.00,323000.00,20230811
20211231,NCMV,LIMA,LIMA,LA VICTORIA,150115,BANCO PICHINCHA,BANCO,215604.66,61406.30,240,8.00,292410.96,20230811
20211231,NCMV,LIMA,LIMA,LA VICTORIA,150115,BANCO PICHINCHA,BANCO,232100.00,27500.00,240,8.00,275000.00,20230811
20211231,NCMV,LIMA,LIMA,SAN MIGUEL,150136,INTERBANK,BANCO,262886.80,30919.30,240,7.70,309193.00,20230811
20211231,NCMV,LIMA,LIMA,CHORRILLOS,150108,INTERBANK,BANCO,271993.55,31600.00,240,7.70,316000.00,20230811
20211231,NCMV,JUNIN,HUANCAYO,EL TAMBO,120114,INTERBANK,BANCO,98600.00,52000.00,180,9.36,174500.00,20230811
20211231,NCMV,LIMA,LIMA,PUEBLO LIBRE,150121,INTERBANK,BANCO,356261.80,39583.00,240,7.20,395827.00,20230811
20211231,NCMV,LIMA,LIMA,PUEBLO LIBRE,150121,INTERBANK,BANCO,350900.50,38987.00,300,7.60,389870.00,20230811
20211231,NCMV,LIMA,LIMA,EL AGUSTINO,150111,INTERBANK,BANCO,164368.20,44940.00,240,8.00,224700.00,20230811
20211231,NCMV,LIMA,LIMA,EL AGUSTINO,150111,INTERBANK,BANCO,169428.45,21480.00,240,8.00,214800.00,20230811
20211231,NCMV,CALLAO,CALLAO,BELLAVISTA,070102,INTERBANK,BANCO,209950.45,56335.00,240,8.90,281675.00,20230811
20211231,NCMV,LIMA,LIMA,CHORRILLOS,150108,INTERBANK,BANCO,219213.96,58054.00,240,8.50,290270.00,20230811
20211231,NCMV,LIMA,LIMA,JESUS MARIA,150113,INTERBANK,BANCO,343742.15,50000.00,240,7.40,393725.00,20230811
20211231,NCMV,LIMA,LIMA,MAGDALENA DEL MAR,150120,INTERBANK,BANCO,222571.11,26202.00,300,8.70,262013.00,20230811
20211231,NCMV,LIMA,LIMA,BRENIA,150105,INTERBANK,BANCO,275100.76,75000.00,240,9.00,347328.00,20230811
20211231,NCMV,LIMA,LIMA,LIMA,150101,INTERBANK,BANCO,289462.45,72362.00,126,7.70,361810.00,20230811
20211231,NCMV,LIMA,LIMA,EL AGUSTINO,150111,INTERBANK,BANCO,154757.70,19850.00,240,8.20,198500.00,20230811
20211231,FCTP,PIURA,SULLANA,MIGUEL CHECA,200606,CRAC RAIZ,CRAC,27050.00,3450.00,61,15.00,69000.00,20230811
20211231,NCMV,LIMA,LIMA,LIMA,150101,CREDITO,BANCO,316160.00,79040.00,300,7.10,395200.00,20230811
20211231,NCMV,LIMA,LIMA,SAN LUIS,150134,CREDITO,BANCO,276883.00,113660.00,144,9.73,390543.00,20230811
20211231,NCMV,AREQUIPA,AREQUIPA,CERRO COLORADO,040104,CREDITO,BANCO,319500.00,35500.00,240,8.50,355000.00,20230811
20211231,NCMV,LIMA,LIMA,SAN ISIDRO,150131,CREDITO,BANCO,370685.00,65415.00,180,9.30,436100.00,20230811
20211231,NCMV,AREQUIPA,AREQUIPA,MIRAFLORES,040110,CREDITO,BANCO,268100.00,31500.00,120,7.88,315000.00,20230811
20211231,NCMV,LIMA,LIMA,LA VICTORIA,150115,CREDITO,BANCO,227330.00,26970.00,240,7.65,269700.00,20230811
20211231,NCMV,LIMA,LIMA,LA VICTORIA,150115,CREDITO,BANCO,322365.00,56889.00,240,7.10,379254.00,20230811
20211231,NCMV,LA LIBERTAD,TRUJILLO,TRUJILLO,130101,CREDITO,BANCO,191600.00,23000.00,180,9.30,230000.00,20230811
20211231,NCMV,AREQUIPA,AREQUIPA,CERRO COLORADO,040104,CREDITO,BANCO,271500.00,90500.00,180,7.40,362000.00,20230811
20211231,NCMV,LIMA,LIMA,SANTIAGO DE SURCO,150140,CREDITO,BANCO,214723.00,76708.01,300,7.70,306831.01,20230811
20211231,NCMV,LIMA,LIMA,COMAS,150110,CREDITO,BANCO,241000.00,93900.00,240,6.75,334900.00,20230811
20211231,NCMV,LIMA,LIMA,JESUS MARIA,150113,CREDITO,BANCO,385020.00,42780.00,240,7.40,427800.00,20230811
20211231,NCMV,LIMA,LIMA,SANTIAGO DE SURCO,150140,CREDITO,BANCO,255641.70,30115.75,280,7.50,301157.45,20230811
20211231,NCMV,LIMA,LIMA,SANTIAGO DE SURCO,150140,CREDITO,BANCO,392490.00,43610.00,240,7.00,436100.00,20230811
20211231,NCMV,LIMA,LIMA,JESUS MARIA,150113,CREDITO,BANCO,301375.00,129160.71,240,7.10,430535.71,20230811
20211231,NCMV,LIMA,LIMA,SURQUILLO,150141,CREDITO,BANCO,208600.00,56000.00,280,7.20,280000.00,20230811
20211231,NCMV,LIMA,LIMA,BARRANCO,150104,CREDITO,BANCO,294000.00,126000.00,240,9.30,420000.00,20230811
20211231,NCMV,LIMA,LIMA,SAN MIGUEL,150136,CREDITO,BANCO,356400.00,39600.00,300,7.20,396000.00,20230811
20211231,NCMV,LIMA,LIMA,MAGDALENA DEL MAR,150120,CREDITO,BANCO,342043.20,85511.20,240,9.05,427554.40,20230811
20211231,NCMV,PIURA,PIURA,PIURA,200101,CREDITO,BANCO,198809.60,23234.40,240,9.10,232344.00,20230811
20211231,NCMV,LAMBAYEQUE,CHICLAYO,CHICLAYO,140101,CREDITO,BANCO,199400.00,23300.00,240,9.90,233000.00,20230811
20211231,NCMV,LIMA,LIMA,COMAS,150110,FINANCIERA EFECTIVA S. A,FINANCIERA,105700.00,14400.00,240,8.00,144000.00,20230811
20211231,NCMV,PIURA,PIURA,26 DE OCTUBRE,200115,FINANCIERA EFECTIVA S. A,FINANCIERA,114700.00,15400.00,240,8.99,154000.00,20230811
20211231,NCMV,LIMA,LIMA,COMAS,150110,FINANCIERA EFECTIVA S. A,FINANCIERA,61100.00,69000.00,84,7.99,154000.00,20230811
20211231,NCMV,LIMA,LIMA,COMAS,150110,FINANCIERA EFECTIVA S. A,FINANCIERA,122700.00,30000.00,240,7.49,176600.00,20230811
20211231,NCMV,LIMA,LIMA,COMAS,150110,FINANCIERA EFECTIVA S. A,FINANCIERA,89090.00,20000.00,240,7.99,132990.00,20230811
20211231,NCMV,LIMA,LIMA,COMAS,150110,FINANCIERA EFECTIVA S. A,FINANCIERA,98600.00,31500.00,180,7.93,154000.00,20230811
20211231,NCMV,LIMA,LIMA,COMAS,150110,FINANCIERA EFECTIVA S. A,FINANCIERA,67100.00,63000.00,120,8.00,154000.00,20230811
20211231,NCMV,LIMA,LIMA,COMAS,150110,FINANCIERA EFECTIVA S. A,FINANCIERA,89850.00,40250.00,144,8.49,154000.00,20230811
20211231,NCMV,LIMA,LIMA,COMAS,150110,FINANCIERA EFECTIVA S. A,FINANCIERA,139600.00,20200.00,300,7.49,183700.00,20230811
20211231,NCMV,LIMA,LIMA,COMAS,150110,FINANCIERA EFECTIVA S. A,FINANCIERA,101000.00,15000.00,144,7.99,139900.00,20230811
20211231,NCMV,LIMA,LIMA,COMAS,150110,FINANCIERA EFECTIVA S. A,FINANCIERA,80100.00,50000.00,120,7.99,154000.00,20230811
20211231,NCMV,LIMA,LIMA,COMAS,150110,FINANCIERA EFECTIVA S. A,FINANCIERA,67390.00,17000.00,300,8.00,109990.00,20230811
20211231,NCMV,LIMA,LIMA,COMAS,150110,FINANCIERA EFECTIVA S. A,FINANCIERA,190150.00,28950.00,240,7.99,234500.00,20230811
20211231,NCMV,LIMA,LIMA,COMAS,150110,FINANCIERA EFECTIVA S. A,FINANCIERA,71390.00,13000.00,300,7.99,109990.00,20230811
20211231,NCMV,LIMA,LIMA,COMAS,150110,FINANCIERA EFECTIVA S. A,FINANCIERA,64900.00,63000.00,300,8.00,151800.00,20230811
20211231,NCMV,LIMA,LIMA,COMAS,150110,FINANCIERA EFECTIVA S. A,FINANCIERA,121400.00,14000.00,300,8.50,159300.00,20230811
20211231,NCMV,LIMA,LIMA,COMAS,150110,FINANCIERA EFECTIVA S. A,FINANCIERA,71600.00,41500.00,120,7.99,137000.00,20230811
20211231,NCMV,LIMA,LIMA,COMAS,150110,FINANCIERA EFECTIVA S. A,FINANCIERA,63390.00,21000.00,300,7.99,109990.00,20230811
20211231,NCMV,LIMA,LIMA,COMAS,150110,FINANCIERA EFECTIVA S. A,FINANCIERA,135000.00,13000.00,300,7.90,171900.00,20230811
20211231,NCMV,LIMA,LIMA,COMAS,150110,FINANCIERA EFECTIVA S. A,FINANCIERA,70000.00,95000.00,132,8.00,188900.00,20230811
20211231,NCMV,LIMA,LIMA,COMAS,150110,FINANCIERA EFECTIVA S. A,FINANCIERA,155500.00,50000.00,180,7.66,220900.00,20230811
20211231,NCMV,LIMA,LIMA,COMAS,150110,FINANCIERA EFECTIVA S. A,FINANCIERA,114700.00,15400.00,180,7.66,154000.00,20230811
20211231,NCMV,LIMA,LIMA,COMAS,150110,FINANCIERA EFECTIVA S. A,FINANCIERA,69390.00,15000.00,180,10.50,109990.00,20230811
20211231,NCMV,LIMA,LIMA,COMAS,150110,FINANCIERA EFECTIVA S. A,FINANCIERA,73391.00,10999.00,240,8.00,109990.00,20230811
20211231,NCMV,LIMA,LIMA,COMAS,150110,FINANCIERA EFECTIVA S. A,FINANCIERA,80200.00,37000.00,300,8.80,141100.00,20230811
20211231,NCMV,LIMA,LIMA,COMAS,150110,FINANCIERA EFECTIVA S. A,FINANCIERA,35000.00,95100.00,60,8.80,154000.00,20230811
20211231,NCMV,LIMA,LIMA,COMAS,150110,FINANCIERA EFECTIVA S. A,FINANCIERA,100000.00,56000.00,240,9.00,179900.00,20230811
20211231,NCMV,LAMBAYEQUE,CHICLAYO,PIMENTEL,140112,FINANCIERA EFECTIVA S. A,FINANCIERA,94700.00,12800.00,180,9.99,128000.00,20230811
20211231,NCMV,LIMA,LIMA,COMAS,150110,FINANCIERA EFECTIVA S. A,FINANCIERA,76140.00,8250.00,240,7.99,109990.00,20230811
20211231,NCMV,LAMBAYEQUE,CHICLAYO,PIMENTEL,140112,COMERCIO,BANCO,176597.00,48100.00,240,7.50,240097.00,20230811
20211231,NCMV,PIURA,PIURA,CASTILLA,200104,COMERCIO,BANCO,157267.00,20130.00,240,7.50,201297.00,20230811
20211231,NCMV,LIMA,LIMA,LIMA,150101,BANBIF,BANCO,275390.00,32310.00,300,7.50,323100.00,20230811
20211231,NCMV,LIMA,LIMA,LIMA,150101,BANBIF,BANCO,250252.10,29516.90,300,7.40,295169.00,20230811
20211231,NCMV,LAMBAYEQUE,CHICLAYO,PIMENTEL,140112,BANBIF,BANCO,133387.20,40000.00,240,7.25,197287.20,20230811
20211231,NCMV,SAN MARTIN,SAN MARTIN,TARAPOTO,220901,CMAC MAYNAS,CMAC,69700.00,183375.49,240,12.00,263375.49,20230811
20211231,NCMV,ICA,ICA,ICA,110101,CMAC ICA,CMAC,149700.00,79914.45,240,12.00,239914.45,20230811
20211231,NCMV,ICA,CHINCHA,GROCIO PRADO,110206,CMAC ICA,CMAC,30400.00,8000.00,120,12.50,63000.00,20230811
20211231,NCMV,ICA,ICA,ICA,110101,CMAC ICA,CMAC,47100.00,60000.00,144,10.70,131000.00,20230811
20211231,FCTP,ICA,ICA,ICA,110101,CMAC ICA,CMAC,35480.00,8220.00,80,13.50,82200.00,20230811
20211231,NCMV,LIMA,LIMA,COMAS,150110,CONTINENTAL,BANCO,60800.00,69300.00,60,7.50,154000.00,20230811
20211231,NCMV,LIMA,LIMA,COMAS,150110,CONTINENTAL,BANCO,61390.00,40000.00,240,7.35,126990.00,20230811
20211231,NCMV,LIMA,LIMA,COMAS,150110,CONTINENTAL,BANCO,188630.00,22670.00,240,7.35,226700.00,20230811
20211231,NCMV,LIMA,LIMA,BRENIA,150105,CONTINENTAL,BANCO,210984.00,26000.00,300,7.35,252384.00,20230811
20211231,NCMV,AREQUIPA,AREQUIPA,CERRO COLORADO,040104,INTERBANK,BANCO,192360.00,51940.00,240,7.90,259700.00,20230811
20211231,NCMV,AREQUIPA,AREQUIPA,MIRAFLORES,040110,INTERBANK,BANCO,128044.00,37986.00,240,8.00,189930.00,20230811
20211231,NCMV,LIMA,LIMA,BARRANCO,150104,INTERBANK,BANCO,201678.05,70100.00,180,7.80,285000.00,20230811
20211231,NCMV,LIMA,LIMA,EL AGUSTINO,150111,INTERBANK,BANCO,156377.80,28330.00,240,8.02,208600.00,20230811
20211231,NCMV,LIMA,LIMA,EL AGUSTINO,150111,INTERBANK,BANCO,147300.35,29910.00,240,7.90,199400.00,20230811
20211231,NCMV,LA LIBERTAD,TRUJILLO,VICTOR LARCO HERRERA,130111,INTERBANK,BANCO,48730.00,29670.00,84,9.50,98900.00,20230811
20211231,NCMV,LA LIBERTAD,TRUJILLO,VICTOR LARCO HERRERA,130111,INTERBANK,BANCO,87520.00,26580.00,120,9.80,132900.00,20230811
20211231,NCMV,AREQUIPA,AREQUIPA,CERRO COLORADO,040104,INTERBANK,BANCO,180979.00,48580.00,240,8.40,242900.00,20230811
20211231,NCMV,AREQUIPA,AREQUIPA,MIRAFLORES,040110,INTERBANK,BANCO,139837.00,18193.00,240,8.50,181930.00,20230811
20211231,NCMV,LIMA,LIMA,EL AGUSTINO,150111,INTERBANK,BANCO,214560.70,25550.00,240,8.00,255500.00,20230811
20211231,NCMV,LIMA,LIMA,SAN MIGUEL,150136,INTERBANK,BANCO,241346.05,28526.00,240,7.50,285260.00,20230811
20211231,NCMV,LAMBAYEQUE,CHICLAYO,LA VICTORIA,140106,INTERBANK,BANCO,188330.00,22070.00,240,7.85,220700.00,20230811
20211231,NCMV,PIURA,PIURA,26 DE OCTUBRE,200115,INTERBANK,BANCO,151606.00,42594.00,240,8.74,218100.00,20230811
20211231,NCMV,LAMBAYEQUE,CHICLAYO,LA VICTORIA,140106,INTERBANK,BANCO,96190.00,30000.00,180,9.25,144990.00,20230811
20211231,NCMV,JUNIN,HUANCAYO,EL TAMBO,120114,INTERBANK,BANCO,109000.00,22600.00,240,8.90,155500.00,20230811
20211231,NCMV,LIMA,LIMA,CHORRILLOS,150108,INTERBANK,BANCO,225541.25,26770.00,240,8.10,267700.00,20230811
20211231,NCMV,AREQUIPA,AREQUIPA,CERRO COLORADO,040104,INTERBANK,BANCO,182000.00,65800.00,240,7.90,263200.00,20230811
20211231,NCMV,LIMA,LIMA,EL AGUSTINO,150111,INTERBANK,BANCO,136506.80,40000.00,240,8.00,200400.00,20230811
20211231,NCMV,LIMA,LIMA,CHORRILLOS,150108,INTERBANK,BANCO,204370.20,54940.00,240,7.90,274700.00,20230811
20211231,NCMV,CALLAO,CALLAO,CALLAO,070101,INTERBANK,BANCO,171858.55,21750.00,240,7.80,217500.00,20230811
20211231,NCMV,LIMA,LIMA,BARRANCO,150104,INTERBANK,BANCO,167805.35,21100.00,240,7.70,211000.00,20230811
20211231,NCMV,CALLAO,CALLAO,CALLAO,070101,INTERBANK,BANCO,156207.80,50000.00,240,8.00,221600.00,20230811
20211231,NCMV,LIMA,LIMA,EL AGUSTINO,150111,INTERBANK,BANCO,210870.50,25140.00,240,8.00,251400.00,20230811
20211231,NCMV,PIURA,PIURA,PIURA,200101,INTERBANK,BANCO,232396.10,27532.90,300,9.50,275329.00,20230811
20211231,NCMV,LIMA,LIMA,SAN MARTIN DE PORRES,150135,INTERBANK,BANCO,152152.10,19560.50,240,8.00,195605.00,20230811
20211231,NCMV,PIURA,PIURA,PIURA,200101,INTERBANK,BANCO,213326.00,25414.00,240,8.00,254140.00,20230811
20211231,NCMV,LIMA,LIMA,CHORRILLOS,150108,INTERBANK,BANCO,236211.80,40000.00,300,7.80,291600.00,20230811
20211231,NCMV,AREQUIPA,AREQUIPA,CERRO COLORADO,040104,INTERBANK,BANCO,195920.00,23480.00,240,8.15,234800.00,20230811
20211231,NCMV,LIMA,LIMA,BARRANCO,150104,INTERBANK,BANCO,258812.90,31800.00,240,8.00,306000.00,20230811
20211231,NCMV,LIMA,LIMA,SANTIAGO DE SURCO,150140,INTERBANK,BANCO,275399.25,32309.50,240,7.30,323095.00,20230811
20211231,NCMV,CALLAO,CALLAO,CALLAO,070101,INTERBANK,BANCO,173328.65,21650.00,240,8.00,216500.00,20230811
20211231,FCTP,MOQUEGUA,ILO,PACOCHA,180303,INTERBANK,BANCO,59780.00,10920.00,180,11.50,109200.00,20230811
20211231,FCTP,MOQUEGUA,ILO,PACOCHA,180303,INTERBANK,BANCO,59780.00,10920.00,240,11.50,109200.00,20230811
20211231,FCTP,LAMBAYEQUE,CHICLAYO,CHICLAYO,140101,CMAC HUANCAYO,CMAC,38440.00,4050.00,120,13.99,80990.00,20230811
20211231,FCTP,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,220101,CMAC HUANCAYO,CMAC,15600.00,1000.00,120,15.99,54000.00,20230811
20211231,FCTP,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,220101,CMAC HUANCAYO,CMAC,16600.00,1000.00,60,19.25,55000.00,20230811
20211231,FCTP,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,220101,CMAC HUANCAYO,CMAC,22000.00,1000.00,120,15.99,60000.00,20230811
20211231,FCTP,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,220101,CMAC HUANCAYO,CMAC,22000.00,1000.00,60,15.99,60000.00,20230811
20211231,FCTP,ICA,PISCO,PISCO,110501,CMAC HUANCAYO,CMAC,38900.00,10000.00,120,13.99,87400.00,20230811
20211231,FCTP,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,220101,CMAC HUANCAYO,CMAC,16600.00,1000.00,120,15.99,55000.00,20230811
20211231,FCTP,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,220101,CMAC HUANCAYO,CMAC,16600.00,0.00,120,19.25,54000.00,20230811
20211231,FCTP,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,220101,CMAC HUANCAYO,CMAC,16600.00,1000.00,36,15.99,55000.00,20230811
20211231,FCTP,ICA,ICA,LOS AQUIJES,110103,CMAC HUANCAYO,CMAC,19574.00,3500.00,120,15.99,61574.00,20230811
20211231,NCMV,LIMA,LIMA,SAN MIGUEL,150136,CREDITO,BANCO,146100.00,30000.00,240,8.80,200000.00,20230811
20211231,NCMV,LAMBAYEQUE,CHICLAYO,MONSEFU,140108,CREDITO,BANCO,95871.80,29942.95,240,8.20,149714.75,20230811
20211231,NCMV,LAMBAYEQUE,CHICLAYO,PIMENTEL,140112,CREDITO,BANCO,168090.00,22000.00,168,8.00,213990.00,20230811
20211231,NCMV,LAMBAYEQUE,CHICLAYO,MONSEFU,140108,CREDITO,BANCO,125179.38,16564.37,120,8.20,165643.75,20230811
20211231,NCMV,LIMA,LIMA,RIMAC,150128,CREDITO,BANCO,104740.00,32160.00,240,10.00,160800.00,20230811
20211231,NCMV,PIURA,PIURA,26 DE OCTUBRE,200115,CREDITO,BANCO,64840.00,40000.00,120,9.45,130440.00,20230811
20211231,NCMV,LIMA,LIMA,SAN MIGUEL,150136,CREDITO,BANCO,255326.00,33660.00,240,8.20,304386.00,20230811
20211231,NCMV,LIMA,LIMA,SAN JUAN DE LURIGANCHO,150132,CREDITO,BANCO,86900.00,12500.00,240,9.50,125000.00,20230811
20211231,NCMV,LIMA,LIMA,CHORRILLOS,150108,CREDITO,BANCO,132900.00,39200.00,240,8.30,196000.00,20230811
20211231,NCMV,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,140301,CREDITO,BANCO,151141.00,19449.00,180,7.20,194490.00,20230811
20211231,NCMV,SAN MARTIN,SAN MARTIN,LA BANDA DE SHILCAYO,220909,CREDITO,BANCO,130220.00,38530.00,240,8.20,192650.00,20230811
20211231,NCMV,LA LIBERTAD,TRUJILLO,HUANCHACO,130104,CREDITO,BANCO,111100.00,15000.00,120,7.20,150000.00,20230811
20211231,NCMV,LIMA,LIMA,RIMAC,150128,CREDITO,BANCO,88730.00,48270.00,120,8.00,160900.00,20230811
20211231,NCMV,LIMA,LIMA,JESUS MARIA,150113,CREDITO,BANCO,363460.00,64140.00,180,7.75,427600.00,20230811
20211231,NCMV,LIMA,LIMA,JESUS MARIA,150113,CREDITO,BANCO,232707.00,65093.00,204,7.70,313200.00,20230811
20211231,NCMV,LIMA,LIMA,LINCE,150116,CREDITO,BANCO,370953.00,41217.00,240,8.35,412170.00,20230811
20211231,NCMV,LIMA,LIMA,COMAS,150110,CREDITO,BANCO,359910.00,39990.00,156,7.80,399900.00,20230811
20211231,NCMV,LIMA,LIMA,SANTIAGO DE SURCO,150140,CREDITO,BANCO,237873.19,50000.00,180,7.70,303273.19,20230811
20211231,NCMV,LIMA,LIMA,RIMAC,150128,CREDITO,BANCO,156100.00,20000.00,240,8.00,200000.00,20230811
20211231,NCMV,LIMA,LIMA,RIMAC,150128,CREDITO,BANCO,99300.00,20000.00,120,8.00,143200.00,20230811
20211231,NCMV,LIMA,LIMA,RIMAC,150128,CREDITO,BANCO,169599.91,21500.09,240,8.00,215000.00,20230811
20211231,NCMV,LIMA,LIMA,COMAS,150110,CREDITO,BANCO,142820.00,41680.00,120,8.20,208400.00,20230811
20211231,NCMV,PIURA,PIURA,PIURA,200101,CREDITO,BANCO,131500.00,16700.00,240,9.33,167000.00,20230811
20211231,NCMV,LIMA,LIMA,RIMAC,150128,CREDITO,BANCO,61760.00,21840.00,180,8.91,109200.00,20230811
20211231,NCMV,LIMA,LIMA,COMAS,150110,CREDITO,BANCO,131380.00,38820.00,240,8.30,194100.00,20230811
20211231,NCMV,LIMA,LIMA,RIMAC,150128,CREDITO,BANCO,58400.00,21000.00,120,8.20,105000.00,20230811
20211231,NCMV,LAMBAYEQUE,CHICLAYO,CHICLAYO,140101,CREDITO,BANCO,63778.00,21069.50,120,10.00,105347.50,20230811
